CRN,COURSE,COLL,CRED,DELIVERY,TITLE,PROFS,TERM,TIMEBLOCK,ROOM
53723,HLTH 203L:22,AR,0,,HLTH 203 Lab,"Holmes, Christina; Lee, Derrick",2ND,A7,MULH4022
55580,HLTH 301:10,AR,3,In-Person,"Global Health, Equity & Innov","Holmes, Christina",1ST,O4/O5,SCHW110
55581,HLTH 302:20,AR,3,,Health in All Policies,"LTH - TBA, H",2ND,Z1/Z2,SCHW290
54790,HLTH 401:10,AR,3,Online-Scheduled Delivery,Health Leadership,"Crumley, Ellen",1ST,T2,
54791,HLTH 402:21,AR,3,,Health Innovation,"Crumley, Ellen",2ND,E5,AX113
55582,HLTH 402:22,AR,3,,Health Innovation,"Crumley, Ellen",2ND,TBA,
54936,HLTH 402L:21,AR,0,,HLTH 402 Lab,"Crumley, Ellen",2ND,E7,MULH3026
55583,HLTH 402L:22,AR,0,,HLTH 402 Lab,"Crumley, Ellen",2ND,TBA,
55584,HLTH 490:00,AR,3,In-Person,Honours Thesis,"Thompson, Kara",FULL,TBA,
52072,HNU 135:20,SC,3,,Intro Nutrition for Nursing,"O'Brien, Sarah",2ND,A4/A5/A6,SCHW110
54924,HNU 142:10,SC,3,In-Person,Intro to Food & Health,"Fox, Ann",1ST,W4/W5,GM001
46847,HNU 145:20,SC,3,,Intro to Foods,"English, Marcia",2ND,K4/K5/K6,CO110
40500,HNU 145L:21,SC,0,,HNU 145 Lab,"Hanlon, Brenda",2ND,X7/Z7,BB259
51573,HNU 145L:22,SC,0,,HNU 145 Lab,"Hanlon, Brenda",2ND,O7/W8,BB259
50573,HNU 146:10,SC,3,In-Person,Intro to Food Science,"English, Marcia",1ST,B1/B2/B3,SCHW110
40502,HNU 146L:11,SC,0,In-Person,HNU 146 Lab,"Hanlon, Brenda",1ST,X7/Z7,BB259
40504,HNU 146L:12,SC,0,In-Person,HNU 146 Lab,"Hanlon, Brenda",1ST,O7/W8,BB259
55426,HNU 225:20,SC,3,,Professional Practice,"Reid, Laura",2ND,L4/L5/L6,MULH4032
55394,HNU 225L:21,SC,0,,HNU 225 Lab,"Reid, Laura",2ND,W7,BB255
55409,HNU 225L:22,SC,0,,HNU 225 Lab,"Reid, Laura",2ND,W8,BB255
55397,HNU 242:10,SC,3,In-Person,Nutrition Science,"Jamieson, Jennifer",1ST,K1/K2/K3,MULH3034
46849,HNU 262:20,SC,3,,Nutrit in Human Metabolism,"Jamieson, Jennifer",2ND,A4/A5/A6,MULH2034
54692,HNU 325:10,SC,3,In-Person,Professional Practice,"Reid, Laura",1ST,W4/W5,MULH4032
55413,HNU 328:10,SC,3,In-Person,Functional Foods,"English, Marcia",1ST,U4/U5,BB237
48233,HNU 351:10,SC,3,In-Person,Nutritional Assessment,"Jamieson, Jennifer",1ST,Z4/Z5,GM001
48402,HNU 351L:10,SC,0,In-Person,HNU 351 Lab,"Jamieson, Jennifer",1ST,U8/Z8,BB255
54693,HNU 352:20,SC,3,,Nutrition in Chronic Disease,"Reid, Laura",2ND,O1/O2,MULH4030
55410,HNU 353:20,SC,3,,Management of Human Disease,"Harvie, Ruth",2ND,W1/W2,CO120
55395,HNU 354:20,SC,3,,Clinical Nutrition Therapy I,"Harvie, Ruth",2ND,W7/W8,BB236
48234,HNU 356:10,SC,3,Online-Scheduled Delivery,Food Service & Food Production,"Harvie, Ruth",1ST,X4/X5,
48239,HNU 356L:10,SC,0,Online-Scheduled Delivery,HNU 356 Lab,"Hanlon, Brenda",1ST,U7/W7,
53714,HNU 363:20,SC,3,,Sport Nutrition,"Jamieson, Jennifer",2ND,Z1/Z2,BB337
48235,HNU 365:20,SC,3,,Community Nutrition,"Fox, Ann",2ND,U4/U5,BB237
46855,HNU 366:10,SC,3,In-Person,Maternal & Pediatric Nutrition,"O'Brien, Sarah",1ST,W1/W2,MULH2034
53716,HNU 384:10,SC,3,In-Person,Nutrition Research Design,"Everitt, Tracy",1ST,O1/O2,MULH2030
48354,HNU 405:10,SC,3,In-Person,Food Availability,"Everitt, Tracy",1ST,Z1/Z2,MULH2070
49961,HNU 425:20,SC,3,,Nutrition in Aging,"Everitt, Tracy",2ND,W4/W5,CO242
53292,HNU 433:20,SC,3,,Policy for Health-Strategies,,2ND,E5,MSBC117
55391,HNU 445:20,SC,3,,Food Product Development,"English, Marcia",2ND,X1/X2,BB305
55392,HNU 445L:20,SC,0,,HNU 445 Lab,"English, Marcia",2ND,U8/Z8,BB256
48237,HNU 456:20,SC,3,,Food Service System Management,"O'Brien, Sarah",2ND,O4/O5,BB255
55427,HNU 461:10,SC,3,Online-Scheduled Delivery,Nutrition in Metabolic Disease,"Harvie, Ruth",1ST,X1/X2,
55411,HNU 471:21,SC,3,,Entrepreneurial Practices,"Brennan, Theresa (Louise)",2ND,Z1/Z2,SCHW156
55412,HNU 471:22,SC,3,,Entrepreneurial Practices,"Brennan, Theresa (Louise)",2ND,Z4/Z5,SCHW156
48917,HNU 475:20,SC,3,,Effecting Change,"Fox, Ann",2ND,X7/Z7,BB255
49102,HNU 481:10,SC,6,In-Person,Internship Practicum I,"Reid, Laura",1ST,TBA,
48516,HNU 481:20,SC,6,,Internship Practicum I,"Reid, Laura",2ND,TBA,
47909,HNU 482:10,SC,6,In-Person,Internship Practicum II,"Reid, Laura",1ST,TBA,
45410,HNU 482:20,SC,6,,Internship Practicum II,"Reid, Laura",2ND,TBA,
47280,HNU 483:10,SC,6,In-Person,Internship Practicum III,"Reid, Laura",1ST,TBA,
44159,HNU 483:20,SC,6,,Internship Practicum III,"Reid, Laura",2ND,TBA,
53718,HNU 485:20,SC,3,,Applied Nutrition Research,"Everitt, Tracy",2ND,X4/X5,BB255
51303,HNU 491:00,SC,0,In-Person,Advanced Major & Hon Seminar,"English, Marcia; Jamieson, Jennifer",FULL,O7/O8,BB237
44714,HNU 493:00,SC,3,In-Person,Senior Thesis (Honours),"Jamieson, Jennifer",FULL,TBA,
50271,INDS 120:20,CE,0,,Advocacy and Vision,,2ND,TBA,
50272,INDS 130:10,CE,0,Distance (Other),Human Development,"Leuschner, Debbie",1ST,TBA,
50274,INDS 150:10,CE,0,Distance (Other),Practicum,"Leuschner, Debbie",1ST,TBA,
50275,INDS 150:20,CE,0,,Practicum,"Leuschner, Debbie",2ND,TBA,
51162,MATH 101:10,SC,3,Online-Scheduled Delivery,"Sets, Logic & Number Theory","Zhou, Ping",1ST,W7/W8,
52205,MATH 101:20,SC,3,,"Sets, Logic & Number Theory","Zhou, Ping",2ND,Z7/Z8,MULH2032
52204,MATH 102:10,SC,3,In-Person,"Graphs, Functions, Geometry","Taylor, Tara",1ST,L4/L5/L6,SNP100
52091,MATH 102:20,SC,3,,"Graphs, Functions, Geometry","Taylor, Tara",2ND,L4/L5/L6,MULH2034
53028,MATH 105:11A,SC,3,In-Person,Business Mathematics,"Wang, Ping",1ST,W7/W8,SNP100
53258,MATH 105:11B,SC,3,In-Person,Business Mathematics,"Wang, Ping",1ST,W7/W8,SNP100
53029,MATH 105:12A,SC,3,Online-Scheduled Delivery,Business Mathematics,"De'Bell, Keith",1ST,O1/O2,
53259,MATH 105:12B,SC,3,Online-Scheduled Delivery,Business Mathematics,"De'Bell, Keith",1ST,O1/O2,
53030,MATH 105:13A,SC,3,In-Person,Business Mathematics,"Wang, Ping",1ST,X1/X2,SCHW110
53260,MATH 105:13B,SC,3,In-Person,Business Mathematics,"Wang, Ping",1ST,X1/X2,SCHW110
54113,MATH 105:14A,SC,3,In-Person,Business Mathematics,"ATH - TBA, M",1ST,Z7/Z8,SCHW110
54114,MATH 105:14B,SC,3,In-Person,Business Mathematics,"ATH - TBA, M",1ST,Z7/Z8,SCHW110
53032,MATH 105:20,SC,3,,Business Mathematics,"van Bommel, Martin",2ND,X1/X2,MULH4034
53033,MATH 105L:11A,SC,0,In-Person,MATH 105 Lab,"Keizer, Peter",1ST,A5,SCHW252
53034,MATH 105L:11B,SC,0,In-Person,MATH 105 Lab,"Keizer, Peter",1ST,K7,MULH3030
53035,MATH 105L:12A,SC,0,Online-Scheduled Delivery,MATH 105 Lab,"De'Bell, Keith",1ST,B3,
53036,MATH 105L:12B,SC,0,Online-Scheduled Delivery,MATH 105 Lab,"De'Bell, Keith",1ST,L5,
53037,MATH 105L:13A,SC,0,In-Person,MATH 105 Lab,"Keizer, Peter",1ST,C4,SCHW256
53038,MATH 105L:13B,SC,0,In-Person,MATH 105 Lab,"Keizer, Peter",1ST,A7,SCHW256
54115,MATH 105L:14A,SC,0,In-Person,MATH 105 Lab,"TAT - TBA, S",1ST,C8,SCHW252
54116,MATH 105L:14B,SC,0,In-Person,MATH 105 Lab,"TAT - TBA, S",1ST,B8,SCHW252
53041,MATH 105L:21,SC,0,,MATH 105 Lab,"van Bommel, Martin",2ND,C4,MULH4024
53042,MATH 105L:22,SC,0,,MATH 105 Lab,"van Bommel, Martin",2ND,A7,MULH4024
52351,MATH 106:11,SC,3,In-Person,Calculus l,"Lukeman, Ryan",1ST,A4/A5/A6/L3,MULH2070
52352,MATH 106:12,SC,3,In-Person,Calculus l,"Lukeman, Ryan",1ST,B4/B5/B6/K2,MULH2070
52354,MATH 106L:11,SC,0,In-Person,MATH 106 Lab,"Keizer, Peter",1ST,L1,SCHW256
52355,MATH 106L:12,SC,0,In-Person,MATH 106 Lab,"Keizer, Peter",1ST,K5,SCHW252
52356,MATH 106L:13,SC,0,In-Person,MATH 106 Lab,"Keizer, Peter",1ST,L2,SCHW256
52357,MATH 106L:14,SC,0,In-Person,MATH 106 Lab,"Keizer, Peter",1ST,L3,SCHW256
52363,MATH 107:21,SC,3,,Calculus ll,"Lukeman, Ryan",2ND,A4/A5/A6/L3,PS1072
52365,MATH 107:22,SC,3,,Calculus ll,"Lukeman, Ryan",2ND,B4/B5/B6/K2,MULH2070
52366,MATH 107L:21,SC,0,,MATH 107 Lab ll,"Keizer, Peter",2ND,L1,MULH4024
52367,MATH 107L:22,SC,0,,MATH 107 Lab ll,"Keizer, Peter",2ND,K5,MULH4024
52368,MATH 107L:23,SC,0,,MATH 107 Lab ll,"Keizer, Peter",2ND,L2,MULH4024
46826,MATH 121:10,SC,3,Online-Scheduled Delivery,Calculus I for Engineers,"Zhou, Ping",1ST,A1/A2/A3/K4,
46835,MATH 121L:11,SC,0,In-Person,MATH 121 Problem Session,"Keizer, Peter",1ST,K6,SCHW256
54605,MATH 121L:12,SC,0,Online-Scheduled Delivery,MATH 121 Problem Session,"Keizer, Peter",1ST,K9,
46827,MATH 122:20,SC,3,,Calculus II for Engineers,"Zhou, Ping",2ND,A1/A2/A3/K4,MULH2034
46836,MATH 122L:21,SC,0,,MATH 122 Problem Session,"Keizer, Peter",2ND,K6,MULH4024
54607,MATH 122L:22,SC,0,,MATH 122 Problem Session,"Keizer, Peter",2ND,K9,MULH4024
52349,MATH 126:10,SC,3,Online-Scheduled Delivery,Calculus l,"Apaloo, Joseph",1ST,B4/B5/B6,
52358,MATH 126L:11,SC,0,In-Person,MATH 126 Lab,"Keizer, Peter",1ST,C1,SCHW252
52360,MATH 126L:12,SC,0,Online-Scheduled Delivery,MATH 126 Lab,"Keizer, Peter",1ST,B1,
52364,MATH 127:20,SC,3,,Calculus ll,"Apaloo, Joseph",2ND,B4/B5/B6,MULH4030
52371,MATH 127L:21,SC,0,,MATH 127 Lab ll,"Keizer, Peter",2ND,C1,MULH4024
52372,MATH 127L:22,SC,0,,MATH 127 Lab ll,"Keizer, Peter",2ND,B1,MULH4024
46828,MATH 221:10,SC,3,In-Person,Differential Equations for Eng,"van den Hoogen, Robert",1ST,L4/L5/L6,PS3034
46837,MATH 221L:10,SC,0,In-Person,MATH 221 Lab,"van den Hoogen, Robert",1ST,A4/B4,PS3034
46829,MATH 222:20,SC,3,,Calculus III for Engineers,"De'Bell, Keith",2ND,A1/A2/A3,PS3034
40521,MATH 222L:20,SC,0,,MATH 222 Problem Session,"Keizer, Peter",2ND,E4,PS3034
53812,MATH 223:10,SC,3,In-Person,Linear Algebra for Engineers,"van den Hoogen, Robert",1ST,A1/A2/A3,PS3034
53814,MATH 223L:10,SC,0,In-Person,MATH 223 Problem Session,"van den Hoogen, Robert",1ST,K3/K4,PS3034
46834,MATH 253:10,SC,3,In-Person,Matrix Algebra,"Lukeman, Ryan",1ST,B1/B2/B3,SNP100
41854,MATH 254:20,SC,3,,Linear Algebra,"van den Hoogen, Robert",2ND,K1/K2/K3,MULH3034
42980,MATH 267:20,SC,3,,Calculus III,"De'Bell, Keith",2ND,B1/B2/B3,MULH2032
42981,MATH 277:10,SC,3,In-Person,Discrete Structures,"Finbow, Stephen",1ST,B4/B5/B6,SNP100
55382,MATH 347:20,SC,3,,Combinatorics,"Finbow, Stephen",2ND,B4/B5/B6,AX23A
53810,MATH 354:10,SC,3,In-Person,Modern Algebra I,"Taylor, Tara",1ST,B1/B2/B3,BB337
55386,MATH 361:10,SC,3,Online-Scheduled Delivery,Advanced Vector Calculus,"Zhou, Ping",1ST,A4/A5/A6,
54555,MATH 366:10,SC,3,Online-Scheduled Delivery,Real Analysis I,"De'Bell, Keith",1ST,L1/L2/L3,
44931,MATH 367:10,SC,3,In-Person,Differential Equations,"Apaloo, Joseph",1ST,L4/L5/L6,MULH3026
55389,MATH 371:20,SC,3,,Modern Geometries,"Taylor, Tara",2ND,C4/C5/C6,AX23A
55385,MATH 387:10,SC,3,In-Person,Mathematical Modeling,"Wang, Ping",1ST,C4/C5/C6,MULH3026
55390,MATH 399:20,SC,3,,ST: Sports Analytics,"van Bommel, Martin",2ND,Z7/Z8,AX23A
55384,MATH 454:20,SC,3,,Modern Algebra II,"Taylor, Tara",2ND,K4/K5/K6,AX23A
55381,MATH 462:20,SC,3,,Complex Variables,"De'Bell, Keith",2ND,C1/C2/C3,AX23A
51161,MATH 491:00,SC,0,In-Person,Senior Seminar,"Finbow, Stephen",FULL,A7,MULH4034
46839,MATH 493:00,SC,3,Online-No Scheduled Delivery,Senior Thesis,"Finbow, Stephen",FULL,TBA,
52661,MIKM 105:10,AR,3,Online-Scheduled Delivery,Mi'kmaq Language & Culture,"Sylliboy, Michelle",1ST,O4/O5,
54466,MIKM 205:20,AR,3,,Advanced Mi'kmaq,"Sylliboy, Michelle",2ND,O4/O5,IM201
46960,MUSI 101:10,AR,3,Online-Scheduled Delivery,Structure of Music,"Bannerman, Donald (Brent)",1ST,B1/C2/K3,
46961,MUSI 103:20,AR,3,In-Person,Jazz Theory I,"Omae, Kenji",2ND,C4/K2/L3,GM112
55782,MUSI 106:10,AR,3,In-Person,Vocal Ensemble,"Brunkhorst, Kevin",FULL,I1/N1/X5,"GM001 , GM108"
42795,MUSI 106:11,AR,3,In-Person,Vocal Ensemble (Jazz),"Billington, Ryan",FULL,I1/N1,GM001
53120,MUSI 106:12,AR,3,In-Person,Vocal Ensemble (A Capella),"Curry, Carolyn",FULL,X5,GM108
55169,MUSI 106:13,AR,3,In-Person,Vocal Ensemble,"Curry, Carolyn",FULL,TBA,
55799,MUSI 107:10,AR,3,In-Person,Instrumental Ensemble,"Brunkhorst, Kevin",FULL,I1/J1/M1/W7/Z7/Z8,GM001
54925,MUSI 112:20,AR,3,Online-Scheduled Delivery,The Art of Listening,"Curry, Carolyn",2ND,W5/X2,
52175,MUSI 117:10,AR,3,Online-Scheduled Delivery,History of Popular Music,"Hanlon, Jacob (Jake)",1ST,T3,
55579,MUSI 119:10,AR,3,In-Person,"Film, Television & Video Games","Tynan, Paul",1ST,N2/X8,GM001
50667,MUSI 165:10,AR,3,In-Person,Jazz History,"Tynan, Paul",1ST,O1/W1,GM108
53959,MUSI 166:11,AR,3,In-Person,Basic Keyboarding Skills,"Choi, Hee-Jung",1ST,O5/W8,GM118
53960,MUSI 166:12,AR,3,In-Person,Basic Keyboarding Skills,"Choi, Hee-Jung",1ST,X4/Z5,GM118
55607,MUSI 166:20,AR,3,In-Person,Basic Keyboarding Skills,"Choi, Hee-Jung",2ND,X7/Z5,GM118
53963,MUSI 181:10,AR,3,In-Person,Applied Performance I,"Brunkhorst, Kevin",1ST,TBA,
47992,MUSI 191:00,AR,3,In-Person,Secondary Instrument I,"Brunkhorst, Kevin",FULL,TBA,
53964,MUSI 195:20,AR,3,In-Person,Applied Performance II,"Brunkhorst, Kevin",2ND,TBA,
53965,MUSI 203:10,AR,3,In-Person,Jazz Theory & Arranging,"Billington, Ryan",1ST,O4/W4,GM108
55800,MUSI 206:10,AR,3,In-Person,Vocal Ensemble II,"Brunkhorst, Kevin",FULL,I1/N1/X5,"GM001 , GM108"
51424,MUSI 206:11,AR,3,In-Person,Vocal Ensemble (Jazz),"Billington, Ryan",FULL,I1/N1,GM001
51425,MUSI 206:12,AR,3,In-Person,Vocal Ensemble (A Capella),"Curry, Carolyn",FULL,X5,GM108
55783,MUSI 207:10,AR,3,In-Person,Instrumental Ensembles II,"Brunkhorst, Kevin",FULL,I1/J1/M1/W7/Z7/Z8,GM001
54626,MUSI 214:10,AR,3,In-Person,Hist & Techniques for Guitar,"Collins, Franklin (Brent)",1ST,G4/I2,GM001
52203,MUSI 214:20,AR,3,In-Person,Hist & Techniques for Guitar,"Collins, Franklin (Brent)",2ND,G4/I2,GM001
51365,MUSI 217:20,AR,3,In-Person,The Beatles,"Brunkhorst, Kevin",2ND,T2,SCHW110
55787,MUSI 263:10,AR,3,In-Person,Improvisation Fundamentals,"Rushka, Paul",1ST,M2/X7,GM001
54765,MUSI 265:20,AR,3,In-Person,Jazz Styles & Literature,"Tynan, Paul",2ND,X8/Z4,GM108
50668,MUSI 275:10,AR,3,In-Person,Songwriters & Their Songs,"Curry, Carolyn",1ST,O7/O8,GM001
51769,MUSI 276:20,AR,3,In-Person,Songwriting Workshop,"Curry, Carolyn",2ND,O7/O8,GM001
53968,MUSI 281:10,AR,3,In-Person,Applied Performance III,"Brunkhorst, Kevin",1ST,TBA,
46554,MUSI 291:00,AR,3,In-Person,Minor Instrument II,"Brunkhorst, Kevin",FULL,TBA,
53969,MUSI 295:20,AR,3,In-Person,Applied Performance IV,"Brunkhorst, Kevin",2ND,TBA,
55805,MUSI 304:20,AR,3,In-Person,Small Ensemble Arranging,"Omae, Kenji",2ND,U2/W1,GM108
55801,MUSI 306:10,AR,3,In-Person,Vocal Ensemble III,,FULL,I1/N1/X5,"GM001 , GM108"
51426,MUSI 306:11,AR,3,In-Person,Vocal Ensemble (Jazz),"Billington, Ryan",FULL,I1/N1,GM001
51427,MUSI 306:12,AR,3,In-Person,Vocal Ensemble (A Capella),"Curry, Carolyn",FULL,X5,GM108
55788,MUSI 307:10,AR,3,In-Person,Instrumental Ensembles III,"Brunkhorst, Kevin",FULL,I1/J1/M1/W7/Z7/Z8,"GM001 , GM108"
54049,MUSI 312:20,AR,3,,Women and Popular Music,"Billington, Ryan",2ND,U5/W4,GM108
55518,MUSI 319:20,AR,3,,Celtic Music,"MacDonald, Shamus",2ND,U7/U8,IM202
53971,MUSI 322:10,AR,3,Online-Scheduled Delivery,Music History I,"Bannerman, Donald (Brent)",1ST,O4/O5,
53972,MUSI 323:20,AR,3,Online-Scheduled Delivery,Music History II,"Bannerman, Donald (Brent)",2ND,O4/O5,
55606,MUSI 325:10,AR,3,In-Person,Jazz Composition,"Hanlon, Jacob (Jake)",1ST,W1/W2,
55605,MUSI 360:20,AR,3,In-Person,Advancing Improvisation,"USI - TBA, M",2ND,M2/X7,GM001
53974,MUSI 381:10,AR,3,In-Person,Applied Performance V,"Brunkhorst, Kevin",1ST,TBA,
55302,MUSI 385:10,AR,3,In-Person,ST: Religion & Music,"Charles, Ronald",1ST,M1/M2,MULH3034
47947,MUSI 391:00,AR,3,In-Person,Minor Instrument III,"Brunkhorst, Kevin",FULL,TBA,
55217,MUSI 395:10,AR,3,In-Person,Applied Performance VI,"Brunkhorst, Kevin",1ST,TBA,
53975,MUSI 395:20,AR,3,In-Person,Applied Performance VI,"Brunkhorst, Kevin",2ND,TBA,
51428,MUSI 406:10,AR,3,In-Person,Vocal Ensemble (Jazz),"Billington, Ryan",FULL,I1/N1/X5,"GM001 , GM108"
55803,MUSI 406:11,AR,3,In-Person,Vocal Ensemble IV,"Billington, Ryan",FULL,I1/N1,GM001
55804,MUSI 406:12,AR,3,In-Person,Vocal Ensemble IV (A Capella),"Billington, Ryan; Curry, Carolyn",FULL,X5,GM108
55789,MUSI 407:10,AR,3,In-Person,Instrumental Ensembles IV,"Brunkhorst, Kevin",FULL,I1/J1/M1/W7/Z7/Z8,GM001
54768,MUSI 465:10,AR,3,In-Person,Jazz Styles & Literature,"Rushka, Paul",1ST,X2/Z1,GM108
53976,MUSI 481:10,AR,3,In-Person,Applied Performance VII,"Brunkhorst, Kevin",1ST,TBA,
45342,MUSI 491:00,AR,3,In-Person,Minor Instrument IV,"Brunkhorst, Kevin",FULL,TBA,
53977,MUSI 492:20,AR,0,In-Person,Recital,"Brunkhorst, Kevin",2ND,TBA,
53978,MUSI 494:20,AR,3,In-Person,Honours Recital & Thesis,"Brunkhorst, Kevin",2ND,TBA,
54105,MUSI 495:20,AR,3,In-Person,Applied Performance VIII,"Brunkhorst, Kevin",2ND,TBA,
55842,NURS 115:75,SC,3,Distance Nursing,Health Teaching & Learning,"Heighton, Andrew",N,TBA,Distance
55686,NURS 115:76,SC,3,Distance Nursing,Health Teaching & Learning,"Viel, Deborah",N,TBA,Distance
55685,NURS 115:79,SC,3,Distance Nursing,Health Teaching & Learning,"Daviau, June",N,TBA,Distance
55725,NURS 135:72,SC,3,Distance Nursing,Contemporary Issues in Nursing,"Daye, D'Arcy (Mickey)",E,TBA,Distance
55839,NURS 135:72A,SC,3,Distance Nursing,Contemporary Issues in Nursing,,E,TBA,Distance
55724,NURS 135:73,SC,3,Distance Nursing,Contemporary Issues in Nursing,"Wilson, Susan",E,TBA,Distance
55722,NURS 135:74,SC,3,Distance Nursing,Contemporary Issues in Nursing,"Heighton, Andrew",E,TBA,Distance
55671,NURS 135:75,SC,3,Distance Nursing,Contemporary Issues in Nursing,"Viel, Deborah",E,TBA,Distance
55670,NURS 135:76,SC,3,Distance Nursing,Contemporary Issues in Nursing,,E,TBA,Distance
55669,NURS 135:79,SC,3,Distance Nursing,Contemporary Issues in Nursing,"Smith, Krista",E,TBA,Distance
55845,NURS 205:72,SC,3,Distance Nursing,Community Health Nursing,"Smith, Krista",8,TBA,Distance
55844,NURS 205:73,SC,3,Distance Nursing,Community Health Nursing,"Daye, D'Arcy (Mickey)",8,TBA,Distance
55705,NURS 205:74,SC,3,Distance Nursing,Community Health Nursing,,8,TBA,Distance
55704,NURS 205:75,SC,3,Distance Nursing,Community Health Nursing,"Doucet, Lisa",8,TBA,Distance
55703,NURS 205:76,SC,3,Distance Nursing,Community Health Nursing,"Bowen, Donna",8,TBA,Distance
55702,NURS 205:79,SC,3,Distance Nursing,Community Health Nursing,"Gregory, Connie",8,TBA,Distance
53150,NURS 206:11,SC,3,In-Person,Discipline and Profession,"URS -TBA, N",1ST,O8/X4,"IM114 ,"
53151,NURS 206:12,SC,3,In-Person,Discipline and Profession,"URS -TBA, N",1ST,O2/Z4,"IM114 ,"
52254,NURS 206:20A,SC,3,,Discipline and Profession,,2ND,O8/W7,"MSBS225 , MSBC117"
53153,NURS 207:11,SC,6,In-Person,Intro to Nursing Therapeutics,"MacDonald, Lara",1ST,B6/B7/C7/K6/L6/L8,"IM114 ,"
53154,NURS 207:12,SC,6,In-Person,Intro to Nursing Therapeutics,"Helpard, Heather; Cabrera, Donna",1ST,A6/B4/C4/C9/L5/L6/L9,"IM114 ,"
52255,NURS 207:20A,SC,6,,Intro to Nursing Therapeutics,,2ND,B4/C3/C4/K1/K3/L1,"MSBM147 , MSBS225"
53156,NURS 207L:11,SC,0,In-Person,NURS 207 Lab,"Daviau, June; Delorey, Denise",1ST,B8/C8/U1/X1/Z1,MSBM147
53157,NURS 207L:12,SC,0,In-Person,NURS 207 Lab,"Daviau, June; Livingston, Shari",1ST,A4/C1/W5/X1/Z1,MSBM147
53159,NURS 207L:13,SC,0,In-Person,NURS 207 Lab,"Daviau, June; Steele, Christina",1ST,A2/K4/U1/W1/W7,MSBM147
53160,NURS 207L:14,SC,0,In-Person,NURS 207 Lab,"Daviau, June; Steele, Christina",1ST,K1/L1/U1/W1/Z8,MSBM147
53200,NURS 207L:20A,SC,0,,NURS 207 Lab,,2ND,C6/L3/O8/U2/Z2,"MSBM247 , MSBM138"
53180,NURS 208:11,SC,3,In-Person,Foundations of Health Systems,"URS -TBA, N; Hansen-Ketchum, Patti",1ST,X7/Z5,"IM114 ,"
53181,NURS 208:12,SC,3,In-Person,Foundations of Health Systems,"Halperin, Donna; Hansen-Ketchum, Patti",1ST,U2/X2,"IM114 ,"
52256,NURS 208:20A,SC,3,,Foundations of Health Systems,,2ND,W5/Z5,MSBC117
53183,NURS 209:11,SC,3,In-Person,Nursing Roles & Practices I,"MacNeil, Michelle",1ST,U8/W4,"IM114 ,"
53184,NURS 209:12,SC,3,In-Person,Nursing Roles & Practices I,"Dunbar, Felicia",1ST,U7/U8,"IM114 ,"
52257,NURS 209:20A,SC,3,,Nursing Roles & Practices I,,2ND,W1/W8,"MSBM147 , MSBS225"
53186,NURS 209L:11,SC,0,In-Person,NURS 209 Lab,"Livingston, Shari; MacNeil, Michelle",1ST,U2/Z2,MSBM147
53187,NURS 209L:12,SC,0,In-Person,NURS 209 Lab,"MacNeil, Michelle; Wood, Susan",1ST,O2/X2,MSBM147
53189,NURS 209L:13,SC,0,In-Person,NURS 209 Lab,"Dunbar, Felicia; Steele, Christina",1ST,X7/Z7,MSBM147
53190,NURS 209L:14,SC,0,In-Person,NURS 209 Lab,"Dunbar, Felicia; MacDonnell, Amy",1ST,O1/W2,MSBM147
53203,NURS 209L:20A,SC,0,,NURS 209 Lab,,2ND,U8/Z8,MSBM247
53204,NURS 231:21,SC,3,,Research & Collaborative Prac.,,2ND,O2/Z8,"MSBS225 , IM114"
53205,NURS 231:22,SC,3,,Research & Collaborative Prac.,,2ND,W4/W8,MSBM147
55731,NURS 231:72N,SC,3,Distance Nursing,Research & Collaborative Prac.,,E,TBA,Distance
53207,NURS 232:21,SC,3,,Health & Nurs Therapeutics I,,2ND,O7/X5,MSBS225
53208,NURS 232:22,SC,3,,Health & Nurs Therapeutics I,,2ND,O7/U4,MSBM147
53210,NURS 232L:21,SC,0,,NURS 232 Lab,,2ND,B5/C2/K2,MSBM247
53211,NURS 232L:22,SC,0,,NURS 232 Lab,,2ND,U2/Z2,MSBM247
53213,NURS 232L:23,SC,0,,NURS 232 Lab,,2ND,X7/Z7,MSBM247
53214,NURS 232L:24,SC,0,,NURS 232 Lab,,2ND,X1/Z1,MSBM247
53216,NURS 233:21,SC,6,,Care of Families in Transition,,2ND,A6/B6/C6/C9/K9/L3,MSBS225
53217,NURS 233:22,SC,6,,Care of Families in Transition,,2ND,A5/B5/B7/C7/K2/L4,MSBM147
53230,NURS 234:21,SC,3,,Nursing Roles & Practices II,,2ND,U1/U4/U7/W1/W4/W7/X1/X4/X7/Z1/Z4/Z7,
54139,NURS 234:22,SC,3,,Nursing Roles & Practices II,,2ND,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,
55730,NURS 234:72N,SC,3,Distance Nursing,Nursing Roles & Practices II,"MacDonald, Lara",E,TBA,Distance
55841,NURS 265:71N,SC,3,Distance Nursing,Evidence-Based Nursing,,1ST,TBA,Distance
55728,NURS 265:72N,SC,3,Distance Nursing,Evidence-Based Nursing,"MacLellan, Marian",1ST,TBA,Distance
55729,NURS 265:73N,SC,3,Distance Nursing,Evidence-Based Nursing,"MacLellan, Marian",1ST,TBA,Distance
55838,NURS 297:72,SC,3,Distance Nursing,ST: RN Role Transition,"Jamieson, Barbara",E,TBA,Distance
